cityName	searchPhrase	resultNum	ypchsite	name	address1	address2	phone	website
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8037/Thai-massage/Asia-Health-Wellness-Massage-tkXn2ObkJ4EkGYz52OHP9A?dwhat=massage&dwhere=zurich	Asia Health Wellness Massage	Hönggerstrasse 82	 8037 Zürich	079 814 77 08	www.asiahealth.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8004/Bodywork/Somatic-Healing-Arts-CfHsG8fgsrWz1H0QBJzBDQ?dwhat=massage&dwhere=zurich	Somatic Healing Arts	Hallwylstrasse 26	 8004 Zürich	078 677 97 87	www.somatic-bodywork-zuerich.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8050/Health-and-sports-massage/Ganzheitliche-Therapie-8iuhds889xTpE1hfWZ6Dng?dwhat=massage&dwhere=zurich	Ganzheitliche Therapie	Ohmstrasse 28	 8050 Zürich	078 615 73 99	www.sarahwaser.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8006/Health-and-sports-massage/backandbellych-F2zZ5OKDea4W5TRi3bd5yQ?dwhat=massage&dwhere=zurich	backandbelly.ch	Hotzesteig 7	 8006 Zürich	076 592 68 40	www.backandbelly.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8055/Health-and-sports-massage/Keller-Yvonne-_PAnD_eRu98F0elH4p3Qew?dwhat=massage&dwhere=zurich	Keller Yvonne	Schweighofstrasse 403	 8055 Zürich	079 653 71 30	www.massage-am-friesenberg.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8052/Cosmetic-institute/maximum-care-cosmetics-gmbh-jRD7EC9g7PL59LJzZBLM1Q?dwhat=massage&dwhere=zurich	maximum care cosmetics gmbh	Glatttalstrasse 118C	 8052 Zürich	043 433 86 27	www.maximum-care.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8008/Naturopathy/Schnabel-Denise-90Fo8X2PCR2iB90ZTJjLjA?dwhat=massage&dwhere=zurich	Schnabel Denise	Seefeldstrasse 128	 8008 Zürich	079 305 03 02	www.naturheilpraxis-schnabel.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8006/Physical-therapy/PHYSIO-STUDIO-MTErNysU8nzzot3_dj-OtA?dwhat=massage&dwhere=zurich	PHYSIO STUDIO	Rötelstrasse 34	 8006 Zürich	044 350 65 49	www.physiostudio.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8032/Health-and-sports-massage/Praxis-Thomas-Wojtkowiak-oKHMGsSx9JnQWYORMeuOGw?dwhat=massage&dwhere=zurich	Praxis Thomas Wojtkowiak	Neptunstrasse 63	 8032 Zürich	079 347 85 47	www.emindex.ch/thomas.wojtkowiak	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8057/Health-and-sports-massage/zumoberhaus-Praxis-fur-manuelle-Therapie-2ewzuGmnm34pAlI2dkbVUA?dwhat=massage&dwhere=zurich	zumoberhaus - Praxis für manuelle Therapie	Oerlikonerstrasse 54	 8057 Zürich	044 534 65 04	www.praxis-zumoberhaus.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8008/Medical-massage/finn-med-massage-2bBzbKsvPlQTRaXGC6mrGA?dwhat=massage&dwhere=zurich	finn-med-massage	Florastrasse 45	 8008 Zürich	079 541 79 08	www.finn-med-massage.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8004/Acupoint-massage/Praxis-Andrea-Brunner-WoJD9KnQzG7SqedrNCyD-w?dwhat=massage&dwhere=zurich	Praxis Andrea Brunner	Stauffacherstrasse 149 Kreis 4	 8004 Zürich	076 458 80 56	www.praxisandreabrunner.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8032/Health-and-sports-massage/Massagepraxis-fur-Ihr-Wohlbefinden-Petra-Benedikt-NjZ9YNSE9qKjOpMF34B3JQ?dwhat=massage&dwhere=zurich	Massagepraxis für Ihr Wohlbefinden Petra Benedikt	Hegarstrasse 9	 8032 Zürich	078 627 20 54		
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8050/Health-and-sports-massage/Med-Massage-Praxis-6ADQDYTtlDWpkAkeJkQCOg?dwhat=massage&dwhere=zurich	Med. Massage Praxis	Dörflistrasse 107	 8050 Zürich	044 312 19 52	www.gisler-massagen.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8049/Acupuncture-not-included-in-category-doctors/Linggui-Akupunktur-zsBB6uuzHQ6yh7VV7cZk6w?dwhat=massage&dwhere=zurich	Linggui Akupunktur	Limmattalstrasse 340	 8049 Zürich	043 300 48 29	www.linggui-akupunktur.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8037/Health-care-center/Gesundheitspraxis-Wipkingen-yIc-5kyIOJgsjM6urkmvrw?dwhat=massage&dwhere=zurich	Gesundheitspraxis Wipkingen	Trottenstrasse 3	 8037 Zürich	079 717 83 80		
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8050/Health-and-sports-massage/Medizinische-Massagepraxis-Lanz-Thomas-ia6ui9YyBMn_n9LQX5mcdg?dwhat=massage&dwhere=zurich	Medizinische Massagepraxis Lanz Thomas	Tramstrasse 10	 8050 Zürich	079 387 06 16	www.medizinische-massage.biz	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8002/Health-and-sports-massage/Massage-Praxis-Holenstein-Yvonne-4oRWV9Tu2EYRDhIxplJVPQ?dwhat=massage&dwhere=zurich	Massage Praxis Holenstein Yvonne	Bleicherweg 64a	 8002 Zürich	078 712 94 69	www.healingtou.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8008/Health-and-sports-massage/Med-Massagepraxis-09kqSBv_XxOwlT41PVeqtg?dwhat=massage&dwhere=zurich	Med. Massagepraxis	Florastrasse 45	 8008 Zürich	076 421 99 09	www.branca-schmidlin.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8002/Health-and-sports-massage/rekonvaleszenz-DyaAuKlcDifBuDQu4tf-uQ?dwhat=massage&dwhere=zurich	rekonvaleszenz	Waffenplatzstrasse 54	 8002 Zürich	043 817 66 32	www.rekonvaleszenz.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8050/Health-and-sports-massage/Gesundheits-Schonheitszentrum-Rosetta-0zhlDBHitHJ2QaciwdM5Gw?dwhat=massage&dwhere=zurich	Gesundheits & Schönheitszentrum Rosetta	Schwamendingenstrasse 10 (Eingang Schaffhauserstrasse)	 8050 Zürich	044 313 00 05	www.rosetta-consulting.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8003/Shiatsu/Shiatsu-Bicer-IcAFSEgRsSti_DrgsORmSA?dwhat=massage&dwhere=zurich	Shiatsu Bicer	Zentrum für Komplementärmedizin, Albisriederstrasse 5	 8003 Zürich	078 622 22 51	www.shiatsu-bicer.com	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8001/Physical-therapy/Rucken-Center-med-GmbH-43bsrXW5xy0VlkSiJ68CIw?dwhat=massage&dwhere=zurich	Rücken Center med. GmbH	Nüschelerstrasse 45	 8001 Zürich	044 211 60 80	www.rueckencenter.com	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8050/Health-and-sports-massage/Widmermassagen-9bKDDCPW9ocxjSyDpHs96g?dwhat=massage&dwhere=zurich	Widmermassagen	Ohmstrasse 28	 8050 Zürich	043 268 93 35	www.widmermassagen.ch	
