cityName	searchPhrase	resultNum	ypchsite	name	address1	address2	phone	website
zurich	florist	N/A	http://yellow.local.ch/en/d/Kusnacht-ZH/8700/Florist/Sunland-Roses-MJvEGRgvbSr4UE7vyKt7Ig?dwhat=florist&dwhere=zurich	Sunland Roses	Kohlrainstrasse 10	 8700 Küsnacht ZH	044 548 32 66	www.sunlandroses.ch	
zurich	florist	N/A	http://yellow.local.ch/en/d/Bonstetten/8906/Garden-center/Folinea-Gartenschilder-enPRXp2cJqxgtOaisJN6OQ?dwhat=florist&dwhere=zurich	Folinea - Gartenschilder	Im Langacher 35	 8906 Bonstetten	044 777 98 57	www.folinea.ch	
zurich	florist	N/A	http://yellow.local.ch/en/d/Lufingen/8426/Florist/Blumenland-Schweiz-AG-K16Hw0InSo9p48kjWCM9Ww?dwhat=florist&dwhere=zurich	Blumenland Schweiz AG	Rainstrasse 50	 8426 Lufingen	043 211 50 00	www.blumenland.ch	
zurich	florist	N/A	http://yellow.local.ch/en/d/Unterengstringen/8103/Florist/Gartencenter-Hoffmann-AG-67CIzCf4JoHxfDbIRw1atA?dwhat=florist&dwhere=zurich	Gartencenter Hoffmann AG	Untere Bergstrasse 11	 8103 Unterengstringen	044 752 31 31	www.gartencenter-hoffmann.ch	
zurich	florist	N/A	http://yellow.local.ch/en/d/Hinteregg/8132/Nursery/Fawer-AG-cNF0pRtIaBavVGDHmLF5jg?dwhat=florist&dwhere=zurich	Fawer AG	Ober Halden 5	 8132 Hinteregg	044 984 02 04	www.stauden.ch	
zurich	florist	N/A	http://yellow.local.ch/en/d/Kloten/8302/Florist/MARSANO-AG-5h8-IgleM5w79elTtDXqdg?dwhat=florist&dwhere=zurich	MARSANO AG	Terminal 1, Ankunft, Flughafen	 8302 Kloten	044 813 72 67	www.marsano-flughafen.ch	
zurich	florist	N/A	http://yellow.local.ch/en/d/Rumlang/8153/Florist/Blume-3000-AG-nCGttbbIFoE1WdQFgqsRnQ?dwhat=florist&dwhere=zurich	Blume 3000 AG	Meienbreitenstrasse 3	 8153 Rümlang	044 818 78 00		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zug/6300/Greeting-cards/Telegramme-und-Blumen-v3pN005G_s9ZKjFXrAlvPg?dwhat=florist&dwhere=zurich	Telegramme und Blumen	Poststrasse 6	 6300 Zug	0800 83 02 37		
zurich	florist	N/A	http://yellow.local.ch/en/d/Hinteregg/8132/Florist/Zurcher-Blumen-und-Cafe-U3KAnUSUafku3Q-1tsVrJw?dwhat=florist&dwhere=zurich	Zürcher Blumen und Café	Güetlistrasse 1	 8132 Hinteregg	044 984 42 61		
zurich	florist	N/A	http://yellow.local.ch/en/d/Wangen-b-Dubendorf/8602/Florist-supplies/Faller-AG-1EMQ0OrSO1yES1OIGBvkOw?dwhat=florist&dwhere=zurich	Faller AG	Förliwiesenstrasse 4	 8602 Wangen b. Dübendorf	044 750 90 00		
zurich	florist	N/A	http://yellow.local.ch/en/d/Wangen-b-Dubendorf/8602/Switzerland/Floristenverband-Schweiz-EhFcIMz_63lQUau2XVfuJA?dwhat=florist&dwhere=zurich	Floristenverband Schweiz.	Förliwiesenstrasse 4	 8602 Wangen b. Dübendorf	044 751 81 81		
